SalesKey,SalesID,DateKey,CustomerKey,CountryKey,AreaKey,IndustryKey,SalespersonKey,SalesAmountLC,AdjustedProfitLC,ItemProfitLC,ResourceProfitLC,DiscountAmountLC,ActualDeliveryDays,ExpectedDeliveryDays
273,SO-000273,20251225,14,6,2,7,18,19145.48,5449.82,3874.54,1575.28,781.22,2,3
274,SO-000274,20260305,11,14,4,4,3,9759.89,3215.04,2137.64,1077.4,375.99,11,7
275,SO-000275,20241213,80,5,1,3,5,72621.96,23083.69,18433.39,4650.3,1762.84,9,5
276,SO-000276,20250905,46,16,5,7,16,27257.44,6283.44,3953.46,2329.98,455.76,11,7
277,SO-000277,20260726,81,16,5,9,4,78375.33,20247.28,15971.95,4275.33,5650.07,11,10
278,SO-000278,20260620,21,9,3,1,11,13981.21,2125.57,1443.56,682.01,1176.68,12,9
279,SO-000279,20270520,27,7,2,2,7,43346.31,17211.11,12567.68,4643.43,2576.47,10,7
280,SO-000280,20251029,52,13,4,6,13,48161.47,9790.8,6654.3,3136.5,1537.01,11,10
281,SO-000281,20271028,40,8,2,6,18,28389.86,10951.67,7370.51,3581.16,2646.13,6,6
282,SO-000282,20260417,40,8,2,6,16,3178.15,1170.08,922.72,247.36,66.63,6,7
283,SO-000283,20240531,76,8,2,1,15,14348.32,3455.79,2248.12,1207.67,221.17,13,9
284,SO-000284,20260106,54,16,5,2,18,99074.71,29105.22,19796.24,9308.98,5019.25,7,9
285,SO-000285,20270818,26,12,3,10,20,59585.08,25283.16,15722.94,9560.22,1479.09,8,8
286,SO-000286,20240804,50,9,3,10,1,4907.52,2184.25,1606.5,577.75,196.11,12,8
287,SO-000287,20260205,51,14,4,10,13,10311.35,2233.44,1673.67,559.77,575.37,11,6
288,SO-000288,20240802,56,5,1,3,10,46574.79,16481.26,12164.61,4316.65,702.09,8,3
289,SO-000289,20250930,84,7,2,5,11,41889.56,18369.34,11448.03,6921.31,3940.45,8,5
290,SO-000290,20251015,97,8,2,5,3,45805.6,9713.54,6766.31,2947.23,2181.09,15,10
291,SO-000291,20250514,11,14,4,4,17,30376.28,11939.57,7438.56,4501.01,2579.49,4,4
292,SO-000292,20270713,9,1,1,9,6,17858.1,3536.63,2517.97,1018.66,1711.63,10,6
293,SO-000293,20270427,54,16,5,2,14,19045.5,6612.45,4490.62,2121.83,1404.39,11,6
294,SO-000294,20270104,60,15,5,9,6,39189.16,14163.77,9081.2,5082.57,2948.3,3,4
295,SO-000295,20270507,24,3,1,9,13,36896.41,7715.86,4805.37,2910.49,2474.65,13,10
296,SO-000296,20270612,65,14,4,3,19,61325.19,19998.23,13390.51,6607.72,5185.15,7,5
297,SO-000297,20271121,29,10,3,2,5,8932.82,1698.88,1059.37,639.51,272.79,8,5
298,SO-000298,20270725,22,15,5,9,18,51327.07,14139.16,8873.36,5265.8,1969.47,10,5
299,SO-000299,20241014,50,9,3,10,6,69496.58,23877.5,19101.52,4775.98,3856.45,12,10
300,SO-000300,20241006,62,1,1,2,7,31800.71,9072.75,5540.93,3531.82,1141.77,8,3
301,SO-000301,20271225,63,9,3,6,15,81613.99,35840.68,25127.46,10713.22,4039.65,14,10
302,SO-000302,20250716,56,5,1,3,8,49125.6,8587.21,5205.33,3381.88,3738.74,5,7
303,SO-000303,20270318,27,7,2,2,4,53992.06,10823.39,7483.99,3339.4,4009.01,9,10
304,SO-000304,20270123,30,8,2,2,7,27154.95,8497.65,6782.64,1715.01,1471.92,8,3
305,SO-000305,20260710,21,9,3,1,9,98982.68,17888.64,13702.95,4185.69,7437.02,5,7
306,SO-000306,20270419,41,2,1,4,12,35183.41,13898.1,9559.31,4338.79,3497.08,7,6
307,SO-000307,20240501,18,3,1,7,19,86174.35,28702.83,19679.62,9023.21,5309.64,7,6
308,SO-000308,20270318,2,9,3,4,9,35406.14,8296.56,5871.92,2424.64,1145.93,9,7
309,SO-000309,20240501,32,15,5,6,9,95263.54,28991.03,22613.9,6377.13,7765.7,9,5
310,SO-000310,20271016,96,3,1,9,13,86771.24,16318.76,12617.92,3700.84,2166.48,9,8
311,SO-000311,20270721,20,12,3,10,3,49201.14,15903.17,10396.59,5506.58,2038.03,9,10
312,SO-000312,20251101,15,11,3,5,19,40583.65,15216.46,11244.06,3972.4,3560.47,15,10
313,SO-000313,20240509,9,1,1,9,18,746.07,285.18,212.9,72.28,54.53,13,10
314,SO-000314,20251122,71,12,3,3,18,40072.73,17649.58,13501.39,4148.19,1982.46,10,8
315,SO-000315,20240722,69,4,1,5,15,58004.4,18552.28,12932.19,5620.09,1993.84,1,3
316,SO-000316,20271111,78,3,1,2,5,2119.99,909.12,574.2,334.92,96.78,10,9
317,SO-000317,20250527,32,15,5,6,3,88273.7,21235.09,16454.75,4780.34,7738.03,7,4
318,SO-000318,20260529,56,5,1,3,3,37498.45,15792.1,9998.06,5794.04,1486.22,8,7
319,SO-000319,20240120,85,13,4,6,1,70517.95,10600.67,7371.3,3229.37,935.77,11,6
320,SO-000320,20240525,5,3,1,10,8,69711.91,27545.46,21971.11,5574.35,2944.03,10,5
321,SO-000321,20260222,94,8,2,2,5,38615.46,14257.95,8846.85,5411.1,1210.02,7,7
322,SO-000322,20251220,99,5,1,10,7,64336.83,22719.98,13942.85,8777.13,3624.04,10,5
323,SO-000323,20240724,40,8,2,6,5,62993.96,12309.79,8399.49,3910.3,4324.95,5,6
324,SO-000324,20250522,59,13,4,10,9,75368.34,24635.81,16673.67,7962.14,7259.85,8,8
325,SO-000325,20270910,22,15,5,9,10,64639.75,14508.4,10448.95,4059.45,4661.69,5,7
326,SO-000326,20261010,7,1,1,2,13,20941.85,6954.33,4434.98,2519.35,820.4,4,3
327,SO-000327,20251010,19,4,1,6,5,11717.99,3513.93,2525.76,988.17,619.05,6,3
328,SO-000328,20240529,38,15,5,7,1,38990.41,15662.14,10715.61,4946.53,2130.27,10,5
329,SO-000329,20270711,44,3,1,4,17,58942.67,9085.31,5843.2,3242.11,5437.93,11,9
330,SO-000330,20240620,63,9,3,6,10,76827.45,21286.78,14484.71,6802.07,4921.08,7,5
331,SO-000331,20270416,12,15,5,10,3,8362.65,3564.81,2833.53,731.28,129.94,12,8
332,SO-000332,20260608,11,14,4,4,4,31361.86,8820.39,6974.16,1846.23,748.41,5,6
333,SO-000333,20240126,57,14,4,10,5,45610.5,15172.32,10041.92,5130.4,3382.9,4,5
334,SO-000334,20260131,69,4,1,5,5,70299.21,14000.07,11068.5,2931.57,3676.69,7,7
335,SO-000335,20260529,65,14,4,3,9,75102.75,30945.19,23103.28,7841.91,886.64,6,3
336,SO-000336,20261112,39,9,3,9,12,52623.49,12044.72,9575.67,2469.05,3302.3,15,10
337,SO-000337,20250412,49,8,2,9,17,6016.19,2453.45,1553.96,899.49,94.64,3,4
338,SO-000338,20241103,86,15,5,9,6,755.57,307.98,185.54,122.44,3.47,12,8
339,SO-000339,20251021,60,15,5,9,8,93150.43,37935.1,26955.66,10979.44,8513.46,10,9
340,SO-000340,20261025,51,14,4,10,2,41917.53,15345.44,10039.78,5305.66,326.48,7,8
341,SO-000341,20250801,56,5,1,3,10,18344.76,7178.33,5715.98,1462.35,1750.24,9,4
342,SO-000342,20260808,59,13,4,10,12,33066.44,10446.6,6284.61,4161.99,663.55,8,7
343,SO-000343,20240114,57,14,4,10,14,59373.25,17693.72,13350.31,4343.41,1160.29,6,6
344,SO-000344,20240103,43,13,4,5,13,2879.07,899.6,654.18,245.42,199.65,6,3
345,SO-000345,20261004,94,8,2,2,2,84976.1,31285.18,19421.52,11863.66,4502.16,10,6
346,SO-000346,20271206,30,8,2,2,12,97269.64,18745.03,12296.08,6448.95,427.02,10,6
347,SO-000347,20270427,53,8,2,3,19,46116.57,17264.65,12364.15,4900.5,2330.86,8,9
348,SO-000348,20271206,41,2,1,4,11,6697.14,2335.51,1462.36,873.15,195.34,12,8
349,SO-000349,20240804,27,7,2,2,6,32146.74,7444.76,4578.06,2866.7,651.66,4,4
350,SO-000350,20250923,24,3,1,9,15,45231.89,11046.08,6894.38,4151.7,1620.6,11,6
351,SO-000351,20251102,41,2,1,4,5,26868.29,4996.81,3155.6,1841.21,1843.31,4,3
352,SO-000352,20241222,78,3,1,2,1,9575.68,2149.41,1442.57,706.84,491.67,9,7
353,SO-000353,20240727,49,8,2,9,5,95233.61,38701.07,27523.84,11177.23,5239.0,9,4
354,SO-000354,20260201,9,1,1,9,3,12584.6,2120.51,1603.51,517.0,279.74,10,6
355,SO-000355,20270815,44,3,1,4,15,58441.22,13303.92,10144.9,3159.02,127.4,5,4
356,SO-000356,20260802,3,8,2,3,2,81025.22,14389.56,11072.12,3317.44,6554.03,2,4
357,SO-000357,20271031,32,15,5,6,14,17214.93,5546.05,4239.05,1307.0,679.99,7,3
358,SO-000358,20270611,80,5,1,3,20,17694.32,3793.92,2418.36,1375.56,495.18,3,5
359,SO-000359,20240628,8,7,2,4,9,61889.23,21301.25,14906.15,6395.1,5463.45,8,10
360,SO-000360,20260222,24,3,1,9,12,38610.02,10647.5,7757.03,2890.47,3077.98,4,6
361,SO-000361,20250707,91,8,2,10,6,48228.6,18540.55,12400.05,6140.5,2728.06,12,8
362,SO-000362,20260824,79,16,5,2,17,3093.27,1018.1,616.83,401.27,250.77,5,7
363,SO-000363,20250629,59,13,4,10,18,36064.57,11728.08,7582.82,4145.26,575.68,7,6
364,SO-000364,20251227,74,1,1,2,6,81720.37,34745.69,21235.93,13509.76,8142.55,10,6
365,SO-000365,20270308,5,3,1,10,19,18021.99,5906.81,4496.51,1410.3,1257.26,6,3
366,SO-000366,20241225,14,6,2,7,16,14639.18,6360.88,4880.95,1479.93,1186.36,12,10
367,SO-000367,20251110,50,9,3,10,20,4277.39,713.68,514.09,199.59,8.52,8,10
368,SO-000368,20240214,92,8,2,1,5,20545.71,3886.16,2888.92,997.24,1887.7,6,8
369,SO-000369,20260204,99,5,1,10,13,58867.61,25028.58,18893.41,6135.17,4983.03,7,8
370,SO-000370,20270822,13,9,3,1,11,58808.66,14759.11,9807.73,4951.38,5738.91,14,9
371,SO-000371,20270925,41,2,1,4,19,17833.17,7857.7,5804.58,2053.12,1656.43,9,8
372,SO-000372,20271208,17,11,3,2,19,81538.2,21486.56,16046.14,5440.42,2401.44,3,5
373,SO-000373,20270802,37,8,2,3,19,39464.34,17691.27,14029.83,3661.44,127.8,9,8
374,SO-000374,20241209,94,8,2,2,3,10858.97,3245.26,2162.1,1083.16,84.49,11,8
375,SO-000375,20250305,9,1,1,9,8,82255.35,28872.23,21534.56,7337.67,2761.72,5,3
376,SO-000376,20260616,46,16,5,7,14,69471.02,17725.14,13425.09,4300.05,5004.79,7,3
377,SO-000377,20260908,80,5,1,3,19,96925.63,40259.57,28126.0,12133.57,3670.7,8,9
378,SO-000378,20240211,39,9,3,9,11,65271.47,23246.31,14704.02,8542.29,481.11,5,3
379,SO-000379,20270125,96,3,1,9,3,26482.21,4804.34,3211.04,1593.3,2351.44,4,5
380,SO-000380,20270528,47,15,5,3,14,34126.08,15206.0,11840.08,3365.92,2404.2,9,9
381,SO-000381,20250901,36,6,2,9,8,16131.83,2909.82,1865.51,1044.31,306.48,9,7
382,SO-000382,20240108,68,6,2,9,14,10043.63,2690.39,1910.0,780.39,493.09,6,3
383,SO-000383,20250227,59,13,4,10,6,9219.02,3661.51,2654.66,1006.85,442.82,2,4
384,SO-000384,20260928,38,15,5,7,9,63999.97,28359.49,19701.74,8657.75,739.26,14,9
385,SO-000385,20260701,10,7,2,9,2,9568.12,2997.1,1909.08,1088.02,847.25,8,8
386,SO-000386,20271127,85,13,4,6,4,26697.95,7729.52,4987.46,2742.06,717.01,3,3
387,SO-000387,20260303,37,8,2,3,17,9027.88,2285.29,1618.65,666.64,876.34,4,6
388,SO-000388,20250904,62,1,1,2,3,42153.89,13095.29,10127.62,2967.67,2001.57,11,6
389,SO-000389,20260708,35,9,3,2,6,39783.03,16159.15,9807.73,6351.42,2272.49,4,5
390,SO-000390,20240609,44,3,1,4,14,94931.62,19000.51,12205.51,6795.0,1829.58,7,3
391,SO-000391,20240627,8,7,2,4,13,20590.97,8169.86,5143.54,3026.32,1225.26,7,8
392,SO-000392,20240818,57,14,4,10,14,55858.24,17629.77,13598.28,4031.49,2902.89,7,3
393,SO-000393,20270226,31,13,4,5,4,15389.41,4924.28,3528.42,1395.86,1484.82,3,4
394,SO-000394,20270903,51,14,4,10,16,78681.69,32278.58,25049.05,7229.53,6907.41,11,7
395,SO-000395,20260321,54,16,5,2,11,57416.31,16760.62,10633.61,6127.01,2313.73,7,9
396,SO-000396,20251122,45,11,3,4,10,69206.12,11404.29,7926.48,3477.81,1858.77,6,8
397,SO-000397,20250907,27,7,2,2,15,31439.46,12665.51,9773.3,2892.21,2153.14,6,6
398,SO-000398,20260623,63,9,3,6,7,77516.07,19089.15,14235.92,4853.23,4689.56,5,4
399,SO-000399,20261121,47,15,5,3,6,91386.56,24870.95,17332.37,7538.58,4720.13,6,8
400,SO-000400,20250129,39,9,3,9,7,7028.89,2550.58,1736.12,814.46,548.62,3,3
401,SO-000401,20260124,40,8,2,6,15,83779.18,18837.5,13022.17,5815.33,7691.19,8,6
402,SO-000402,20270501,77,8,2,10,15,50760.07,17290.04,10802.38,6487.66,155.14,13,8
403,SO-000403,20271111,79,16,5,2,3,18169.58,7470.32,5359.03,2111.29,635.5,7,5
404,SO-000404,20270818,91,8,2,10,8,28864.4,7677.06,4856.37,2820.69,1651.79,7,6
405,SO-000405,20240927,76,8,2,1,6,67930.68,15673.31,10687.65,4985.66,136.22,8,3
406,SO-000406,20260517,79,16,5,2,13,60313.62,9200.19,5984.52,3215.67,4855.76,9,7
407,SO-000407,20240116,32,15,5,6,17,85232.82,24521.43,15783.02,8738.41,2575.27,8,9
408,SO-000408,20271102,75,12,3,5,4,99943.22,43969.58,33763.17,10206.41,5611.38,9,7
409,SO-000409,20270905,10,7,2,9,10,48432.97,12151.11,7962.58,4188.53,1574.74,9,7
410,SO-000410,20271026,66,15,5,1,5,19241.83,5872.38,3805.66,2066.72,109.24,12,9
411,SO-000411,20260306,85,13,4,6,2,72267.68,25049.44,20026.87,5022.57,1874.81,13,9
412,SO-000412,20271007,42,2,1,6,12,58510.86,26237.8,20024.77,6213.03,2007.9,11,6
413,SO-000413,20240718,34,12,3,4,16,50977.83,20575.97,15804.97,4771.0,4468.18,7,5
414,SO-000414,20270902,52,13,4,6,3,13230.44,3011.19,2293.53,717.66,1009.37,8,5
415,SO-000415,20250617,35,9,3,2,19,22614.22,4907.25,3799.62,1107.63,950.87,11,8
416,SO-000416,20250202,27,7,2,2,17,29758.09,12062.86,8372.92,3689.94,2578.22,9,4
417,SO-000417,20250214,26,12,3,10,11,12421.69,4399.88,3106.17,1293.71,513.15,5,5
418,SO-000418,20240614,63,9,3,6,16,41214.59,13222.51,10331.07,2891.44,1885.86,8,8
419,SO-000419,20250304,74,1,1,2,6,33596.63,14983.83,9929.53,5054.3,194.91,12,10
420,SO-000420,20270721,94,8,2,2,14,57839.75,11425.12,8649.3,2775.82,4510.07,9,5
421,SO-000421,20240129,31,13,4,5,11,40637.65,17864.24,12088.08,5776.16,153.31,9,6
422,SO-000422,20271121,18,3,1,7,12,75806.35,23447.67,14152.62,9295.05,31.26,7,6
423,SO-000423,20250902,73,11,3,8,10,31553.18,5705.21,3997.45,1707.76,965.89,2,4
424,SO-000424,20260930,78,3,1,2,12,45864.67,14038.56,9894.71,4143.85,1988.99,8,5
425,SO-000425,20250404,45,11,3,4,5,75136.5,14987.11,11710.61,3276.5,6101.15,4,3
426,SO-000426,20270804,59,13,4,10,9,21513.43,3368.44,2361.03,1007.41,264.96,7,3
427,SO-000427,20240408,97,8,2,5,4,77239.34,26025.06,18706.42,7318.64,370.44,2,4
428,SO-000428,20271124,52,13,4,6,1,41969.17,11083.06,7862.95,3220.11,1991.0,6,5
429,SO-000429,20240802,56,5,1,3,17,30461.09,10615.67,7775.94,2839.73,822.38,9,5
430,SO-000430,20250622,43,13,4,5,17,72017.24,13346.26,8312.08,5034.18,765.28,7,6
431,SO-000431,20271110,3,8,2,3,16,97325.41,25049.28,17082.39,7966.89,1560.84,11,10
432,SO-000432,20240703,25,10,3,10,17,33395.06,5036.69,3698.58,1338.11,3028.53,10,10
433,SO-000433,20250624,62,1,1,2,15,7967.3,2924.58,2283.97,640.61,513.36,12,10
434,SO-000434,20260522,4,4,1,9,4,5482.98,2160.04,1673.66,486.38,467.29,11,8
435,SO-000435,20260102,47,15,5,3,15,9952.35,3756.63,2288.46,1468.17,847.94,8,5
436,SO-000436,20240821,35,9,3,2,13,95531.37,22019.29,16439.9,5579.39,3559.71,8,8
437,SO-000437,20270821,75,12,3,5,6,40324.9,11571.7,8877.13,2694.57,2782.02,14,10
438,SO-000438,20260502,96,3,1,9,19,11749.13,4216.19,2579.17,1637.02,1107.32,4,5
439,SO-000439,20271102,17,11,3,2,5,48526.15,15561.51,10700.6,4860.91,2966.52,6,8
440,SO-000440,20270903,26,12,3,10,11,48566.43,14396.88,11193.84,3203.04,2140.26,6,4
441,SO-000441,20261129,8,7,2,4,17,1729.84,710.1,500.59,209.51,128.64,9,6
442,SO-000442,20270921,84,7,2,5,13,68980.04,23140.85,15887.8,7253.05,5012.45,13,10
443,SO-000443,20261101,30,8,2,2,16,15291.12,6084.82,4736.5,1348.32,937.21,3,3
444,SO-000444,20250723,59,13,4,10,2,85261.18,35027.4,21540.91,13486.49,4191.85,9,6
445,SO-000445,20260628,35,9,3,2,19,50939.47,16053.51,10847.8,5205.71,4162.28,9,4
446,SO-000446,20240729,35,9,3,2,13,45085.81,18348.88,12649.97,5698.91,535.2,8,10
447,SO-000447,20270902,72,1,1,10,15,41527.69,13170.06,7902.48,5267.58,377.47,8,7
448,SO-000448,20270221,64,4,1,5,20,95060.34,24620.89,15039.79,9581.1,2119.07,13,10
449,SO-000449,20240105,45,11,3,4,11,60195.14,21971.07,14779.04,7192.03,2724.03,5,4
450,SO-000450,20240403,79,16,5,2,6,35836.33,12187.88,9262.58,2925.3,1962.72,7,8
451,SO-000451,20250119,53,8,2,3,4,49496.0,19627.72,14691.39,4936.33,2025.43,8,7
452,SO-000452,20260428,62,1,1,2,2,93056.52,24926.95,17234.72,7692.23,7271.63,7,8
453,SO-000453,20270910,77,8,2,10,19,92699.34,37194.67,26696.93,10497.74,7157.73,15,10
454,SO-000454,20270413,9,1,1,9,16,95640.94,18209.16,12742.15,5467.01,5072.45,7,3
455,SO-000455,20240731,79,16,5,2,13,92474.9,35540.37,27793.86,7746.51,6397.58,5,5
456,SO-000456,20250714,70,7,2,3,13,65923.42,21876.57,14534.11,7342.46,5810.43,10,9
457,SO-000457,20271207,80,5,1,3,18,96377.56,42516.72,29360.73,13155.99,1285.41,11,9
458,SO-000458,20270702,42,2,1,6,10,86140.4,31317.4,24650.0,6667.4,5449.1,7,6
459,SO-000459,20271225,77,8,2,10,4,68817.82,29341.0,18383.14,10957.86,4888.79,8,5
460,SO-000460,20260515,87,15,5,2,1,76197.11,24282.8,17400.11,6882.69,7182.9,11,9
461,SO-000461,20241125,73,11,3,8,10,52511.63,8274.87,5205.43,3069.44,3519.61,8,6
462,SO-000462,20260104,54,16,5,2,15,68497.34,13283.59,8134.96,5148.63,5372.64,4,6
463,SO-000463,20261112,85,13,4,6,10,10696.76,4390.06,3283.32,1106.74,925.1,10,9
464,SO-000464,20240127,72,1,1,10,9,69447.14,11395.86,7707.21,3688.65,2892.93,6,8
465,SO-000465,20270420,3,8,2,3,18,20707.18,8503.51,6565.47,1938.04,917.46,9,6
466,SO-000466,20271030,61,9,3,9,3,73975.78,15456.55,11514.87,3941.68,1431.41,10,10
467,SO-000467,20270213,9,1,1,9,9,19104.17,3861.69,2713.88,1147.81,720.61,11,9
468,SO-000468,20241110,13,9,3,1,11,13441.62,4371.16,2845.64,1525.52,444.33,3,5
469,SO-000469,20270318,86,15,5,9,18,59889.59,22883.71,16592.37,6291.34,5049.53,12,7
470,SO-000470,20261031,70,7,2,3,6,36129.52,13917.43,9235.21,4682.22,794.71,4,5
471,SO-000471,20251109,1,4,1,1,12,41885.16,13030.93,8058.19,4972.74,926.49,9,6
472,SO-000472,20271001,64,4,1,5,12,29710.65,12926.88,9354.62,3572.26,1410.83,2,3
473,SO-000473,20260220,43,13,4,5,4,44843.89,18894.93,13656.13,5238.8,2785.4,6,3
474,SO-000474,20260923,97,8,2,5,2,38894.66,12137.9,7969.33,4168.57,3544.61,13,8
475,SO-000475,20270106,36,6,2,9,18,29995.18,10362.09,6881.08,3481.01,247.0,4,4
476,SO-000476,20250225,22,15,5,9,18,1229.39,208.56,153.1,55.46,95.1,8,9
477,SO-000477,20240218,20,12,3,10,15,82960.49,34311.73,25674.61,8637.12,3610.75,4,4
478,SO-000478,20270323,48,9,3,3,8,71828.39,11590.65,7124.19,4466.46,1278.49,6,7
479,SO-000479,20260308,61,9,3,9,4,91143.16,24817.36,17129.57,7687.79,3686.27,6,8
480,SO-000480,20260102,65,14,4,3,17,53716.02,18393.81,13311.05,5082.76,4060.72,2,3
481,SO-000481,20260320,14,6,2,7,1,11060.49,4270.1,2819.42,1450.68,95.68,14,10
482,SO-000482,20250902,23,4,1,7,12,47661.77,14777.07,9269.31,5507.76,1863.54,7,7
483,SO-000483,20270318,78,3,1,2,20,95760.47,14684.4,11379.73,3304.67,1353.8,1,3
484,SO-000484,20260425,26,12,3,10,17,39711.13,12479.53,7700.19,4779.34,834.14,9,8
485,SO-000485,20271006,35,9,3,2,19,14674.28,3011.13,2178.18,832.95,370.88,4,4
486,SO-000486,20250818,64,4,1,5,3,85298.99,34581.6,27197.53,7384.07,8481.39,9,10
487,SO-000487,20271006,64,4,1,5,8,25443.42,5323.41,3812.2,1511.21,2421.04,8,8
488,SO-000488,20270616,69,4,1,5,10,10454.48,3511.19,2738.81,772.38,332.23,13,10
489,SO-000489,20240110,52,13,4,6,11,69499.08,13602.25,9703.47,3898.78,5613.44,9,9
490,SO-000490,20271023,33,6,2,6,11,24994.43,5410.24,4046.66,1363.58,1090.07,8,8
491,SO-000491,20270815,58,3,1,7,20,87849.64,25375.76,17046.12,8329.64,2683.56,4,4
492,SO-000492,20270707,53,8,2,3,3,8656.38,2027.19,1551.39,475.8,771.54,8,6
493,SO-000493,20240316,12,15,5,10,18,72878.82,30436.49,23433.58,7002.91,4603.22,10,9
494,SO-000494,20260314,98,16,5,4,8,26431.32,11053.47,7825.14,3228.33,1728.37,8,5
495,SO-000495,20260115,77,8,2,10,17,89198.04,29157.08,22492.73,6664.35,1194.19,8,4
496,SO-000496,20260702,82,6,2,5,6,1553.87,344.44,273.07,71.37,152.57,5,5
497,SO-000497,20240323,39,9,3,9,8,18324.95,7964.27,5828.91,2135.36,1773.37,13,10
498,SO-000498,20260305,79,16,5,2,16,76266.5,16742.4,10930.63,5811.77,1784.78,9,6
499,SO-000499,20250623,19,4,1,6,19,91831.24,38060.89,23140.3,14920.59,5955.48,6,4
500,SO-000500,20260209,5,3,1,10,8,54662.83,11050.36,8074.89,2975.47,1996.82,6,4
501,SO-000501,20261024,94,8,2,2,5,51878.99,13274.25,10268.21,3006.04,2525.79,8,10
502,SO-000502,20241118,25,10,3,10,12,44269.92,9694.99,6814.69,2880.3,1243.14,5,5
503,SO-000503,20260913,90,1,1,10,16,60401.02,23863.63,17473.47,6390.16,2504.31,7,8
504,SO-000504,20240918,32,15,5,6,19,48162.61,15760.6,11496.6,4264.0,1979.0,4,6
505,SO-000505,20241206,8,7,2,4,9,59438.59,11318.13,7951.31,3366.82,5294.78,3,5
506,SO-000506,20240624,34,12,3,4,7,92283.46,28145.74,19169.82,8975.92,8944.52,5,3
507,SO-000507,20270408,97,8,2,5,6,45195.73,20240.13,15654.94,4585.19,770.89,9,9
508,SO-000508,20250415,28,2,1,4,13,62509.57,18955.49,12009.14,6946.35,4285.6,9,10
509,SO-000509,20270525,73,11,3,8,4,38853.46,7093.52,4543.18,2550.34,3339.81,9,9
510,SO-000510,20260914,16,5,1,4,5,18153.51,7633.23,5495.64,2137.59,1593.43,3,4
511,SO-000511,20260128,41,2,1,4,2,90247.48,28137.88,16889.48,11248.4,8462.82,13,9
512,SO-000512,20270421,11,14,4,4,19,69915.46,19484.52,15347.65,4136.87,3370.79,12,9
513,SO-000513,20270510,15,11,3,5,18,10222.83,1944.02,1351.93,592.09,237.69,6,4
514,SO-000514,20260207,81,16,5,9,7,41160.35,8508.1,6311.56,2196.54,3249.29,2,4
515,SO-000515,20270102,93,3,1,1,14,68932.79,16872.71,11346.12,5526.59,1066.93,9,7
516,SO-000516,20270204,65,14,4,3,18,56684.69,18907.98,15095.37,3812.61,2252.96,10,6
517,SO-000517,20271215,49,8,2,9,13,48505.54,12663.04,9003.2,3659.84,1230.96,10,7
518,SO-000518,20240724,89,3,1,6,7,73710.35,29963.23,21928.79,8034.44,5512.16,10,10
519,SO-000519,20260307,8,7,2,4,1,51080.18,19707.98,14981.43,4726.55,3136.45,3,3
520,SO-000520,20250622,17,11,3,2,8,80534.75,31970.41,22198.13,9772.28,4834.06,3,4
521,SO-000521,20271228,49,8,2,9,20,37398.1,12442.67,9268.53,3174.14,3480.59,11,9
522,SO-000522,20270907,41,2,1,4,17,6217.57,2375.62,1508.65,866.97,307.38,4,3
523,SO-000523,20271012,13,9,3,1,2,28957.65,4635.62,3337.2,1298.42,1493.68,6,6
524,SO-000524,20251224,94,8,2,2,13,36294.13,12576.12,9999.64,2576.48,315.19,11,7
525,SO-000525,20270219,74,1,1,2,19,40842.37,8580.7,5174.79,3405.91,2873.76,6,4
526,SO-000526,20260407,60,15,5,9,19,35135.48,15423.99,10107.36,5316.63,2130.49,11,6
527,SO-000527,20240827,19,4,1,6,17,962.82,194.98,136.73,58.25,53.79,10,7
528,SO-000528,20270227,15,11,3,5,16,95692.58,39505.14,30127.78,9377.36,5501.31,14,10
529,SO-000529,20260914,82,6,2,5,4,77111.74,29089.79,23046.32,6043.47,3538.26,8,10
530,SO-000530,20260424,53,8,2,3,12,26153.07,6925.38,5247.58,1677.8,576.37,9,6
531,SO-000531,20271011,36,6,2,9,11,51892.17,7935.19,6081.81,1853.38,1288.26,8,4
532,SO-000532,20271031,67,9,3,9,7,8064.87,3463.21,2408.01,1055.2,285.12,7,7
533,SO-000533,20250219,3,8,2,3,8,50150.43,10526.57,7864.25,2662.32,4376.84,7,6
534,SO-000534,20270611,44,3,1,4,1,83715.3,21498.78,16248.51,5250.27,1003.57,9,4
535,SO-000535,20270322,69,4,1,5,9,76542.3,23915.04,14551.17,9363.87,3691.57,13,8
536,SO-000536,20240420,78,3,1,2,17,49335.13,21969.84,17206.81,4763.03,1382.7,6,6
537,SO-000537,20260725,72,1,1,10,4,80027.36,23487.71,16632.91,6854.8,4021.18,9,9
538,SO-000538,20270404,26,12,3,10,4,69975.33,20154.38,14870.75,5283.63,82.71,10,6
539,SO-000539,20260823,15,11,3,5,20,32880.9,10976.74,7156.18,3820.56,1803.73,8,6
540,SO-000540,20260331,84,7,2,5,9,34638.1,7106.84,4866.68,2240.16,1451.66,11,8
541,SO-000541,20250427,77,8,2,10,18,45347.53,14575.74,11600.17,2975.57,3110.89,6,4
542,SO-000542,20240120,54,16,5,2,6,43505.77,11497.05,7233.58,4263.47,4172.85,10,5
543,SO-000543,20250906,53,8,2,3,9,42441.31,8078.34,6290.23,1788.11,2676.57,13,8
544,SO-000544,20250604,12,15,5,10,16,56432.78,18078.26,12287.44,5790.82,3896.93,4,3
545,SO-000545,20251205,42,2,1,6,1,83977.69,15022.82,11250.87,3771.95,2181.48,10,8
546,SO-000546,20251228,99,5,1,10,11,41470.21,10588.47,7792.24,2796.23,2511.34,7,5
