BudgetKey,DateKey,AreaKey,IndustryKey,BudgetAmountLC
929,20250701,3,9,130923.49
930,20250701,3,10,135011.45
931,20250701,4,1,303543.09
932,20250701,4,2,184800.05
933,20250701,4,3,231453.28
934,20250701,4,4,394074.3
935,20250701,4,5,350592.69
936,20250701,4,6,470366.9
937,20250701,4,7,279904.23
938,20250701,4,8,274857.96
939,20250701,4,9,417713.97
940,20250701,4,10,171687.25
941,20250701,5,1,124407.25
942,20250701,5,2,351685.55
943,20250701,5,3,301860.01
944,20250701,5,4,277109.02
945,20250701,5,5,258511.58
946,20250701,5,6,388470.45
947,20250701,5,7,310368.2
948,20250701,5,8,499571.66
949,20250701,5,9,468596.75
950,20250701,5,10,264711.07
951,20250801,1,1,335924.86
952,20250801,1,2,170210.51
953,20250801,1,3,314978.76
954,20250801,1,4,153201.77
955,20250801,1,5,103061.29
956,20250801,1,6,457124.68
957,20250801,1,7,89796.64
958,20250801,1,8,311438.63
959,20250801,1,9,100621.85
960,20250801,1,10,242217.34
961,20250801,2,1,272459.96
962,20250801,2,2,298331.6
963,20250801,2,3,161650.18
964,20250801,2,4,269378.05
965,20250801,2,5,353386.61
966,20250801,2,6,413815.97
967,20250801,2,7,298945.12
968,20250801,2,8,150858.81
969,20250801,2,9,375289.39
970,20250801,2,10,209319.16
971,20250801,3,1,400563.81
972,20250801,3,2,257107.77
973,20250801,3,3,409038.88
974,20250801,3,4,412165.2
975,20250801,3,5,351512.81
976,20250801,3,6,229171.18
977,20250801,3,7,181782.44
978,20250801,3,8,70325.41
979,20250801,3,9,322136.06
980,20250801,3,10,239734.63
981,20250801,4,1,337844.3
982,20250801,4,2,425788.97
983,20250801,4,3,219341.57
984,20250801,4,4,296059.3
985,20250801,4,5,374159.72
986,20250801,4,6,471000.43
987,20250801,4,7,243188.71
988,20250801,4,8,169540.11
989,20250801,4,9,280265.28
990,20250801,4,10,118260.23
991,20250801,5,1,249775.89
992,20250801,5,2,118827.16
993,20250801,5,3,202108.06
994,20250801,5,4,223670.84
995,20250801,5,5,121913.26
996,20250801,5,6,470037.92
997,20250801,5,7,310998.83
998,20250801,5,8,159421.12
999,20250801,5,9,333642.27
1000,20250801,5,10,173847.75
1001,20250901,1,1,296020.36
1002,20250901,1,2,50154.49
1003,20250901,1,3,485447.57
1004,20250901,1,4,482069.34
1005,20250901,1,5,400399.37
1006,20250901,1,6,169663.2
1007,20250901,1,7,230058.74
1008,20250901,1,8,363509.52
1009,20250901,1,9,152578.43
1010,20250901,1,10,68489.57
1011,20250901,2,1,246158.71
1012,20250901,2,2,493255.6
1013,20250901,2,3,227834.83
1014,20250901,2,4,118102.41
1015,20250901,2,5,494385.38
1016,20250901,2,6,287244.19
1017,20250901,2,7,320874.11
1018,20250901,2,8,80667.44
1019,20250901,2,9,59924.68
1020,20250901,2,10,424859.28
1021,20250901,3,1,90131.83
1022,20250901,3,2,83233.87
1023,20250901,3,3,499419.86
1024,20250901,3,4,100825.79
1025,20250901,3,5,453226.88
1026,20250901,3,6,497399.46
1027,20250901,3,7,161728.32
1028,20250901,3,8,347531.51
1029,20250901,3,9,494211.1
1030,20250901,3,10,338043.65
1031,20250901,4,1,123460.3
1032,20250901,4,2,419336.81
1033,20250901,4,3,142056.98
1034,20250901,4,4,233320.77
1035,20250901,4,5,154692.01
1036,20250901,4,6,263799.67
1037,20250901,4,7,233434.62
1038,20250901,4,8,50190.99
1039,20250901,4,9,133961.17
1040,20250901,4,10,161881.42
1041,20250901,5,1,463257.79
1042,20250901,5,2,194547.9
1043,20250901,5,3,279969.6
1044,20250901,5,4,230273.73
1045,20250901,5,5,400891.48
1046,20250901,5,6,365149.28
1047,20250901,5,7,459504.39
1048,20250901,5,8,212142.28
1049,20250901,5,9,480266.72
1050,20250901,5,10,387714.41
1051,20251001,1,1,273016.38
1052,20251001,1,2,167982.23
1053,20251001,1,3,327325.83
1054,20251001,1,4,243012.98
1055,20251001,1,5,342628.59
1056,20251001,1,6,442868.86
1057,20251001,1,7,363656.55
1058,20251001,1,8,173120.04
1059,20251001,1,9,404464.09
1060,20251001,1,10,237375.89
1061,20251001,2,1,430307.57
1062,20251001,2,2,261520.8
1063,20251001,2,3,383151.0
1064,20251001,2,4,453459.07
1065,20251001,2,5,469111.1
1066,20251001,2,6,79400.11
1067,20251001,2,7,282104.25
1068,20251001,2,8,365087.57
1069,20251001,2,9,317546.24
1070,20251001,2,10,307955.56
1071,20251001,3,1,295979.52
1072,20251001,3,2,68823.91
1073,20251001,3,3,293468.82
1074,20251001,3,4,458398.9
1075,20251001,3,5,51283.2
1076,20251001,3,6,230317.08
1077,20251001,3,7,424997.57
1078,20251001,3,8,115457.09
1079,20251001,3,9,172174.37
1080,20251001,3,10,249282.93
1081,20251001,4,1,236164.76
1082,20251001,4,2,431505.91
1083,20251001,4,3,97063.82
1084,20251001,4,4,151913.37
1085,20251001,4,5,196901.62
1086,20251001,4,6,133118.59
1087,20251001,4,7,227533.84
1088,20251001,4,8,219439.29
1089,20251001,4,9,169261.9
1090,20251001,4,10,239983.3
1091,20251001,5,1,348425.58
1092,20251001,5,2,327833.0
1093,20251001,5,3,461812.13
1094,20251001,5,4,364496.34
1095,20251001,5,5,311796.31
1096,20251001,5,6,363415.68
1097,20251001,5,7,297298.45
1098,20251001,5,8,190227.1
1099,20251001,5,9,278025.43
1100,20251001,5,10,305249.63
1101,20251101,1,1,359910.11
1102,20251101,1,2,440029.51
1103,20251101,1,3,197296.98
1104,20251101,1,4,314758.49
1105,20251101,1,5,490503.28
1106,20251101,1,6,411610.68
1107,20251101,1,7,72185.24
1108,20251101,1,8,105852.57
1109,20251101,1,9,110645.46
1110,20251101,1,10,319598.66
1111,20251101,2,1,131261.64
1112,20251101,2,2,430168.32
1113,20251101,2,3,401470.7
1114,20251101,2,4,497607.81
1115,20251101,2,5,160878.43
1116,20251101,2,6,467936.75
1117,20251101,2,7,450119.22
1118,20251101,2,8,70019.79
1119,20251101,2,9,101024.83
1120,20251101,2,10,263516.37
1121,20251101,3,1,240116.97
1122,20251101,3,2,377688.94
1123,20251101,3,3,152181.15
1124,20251101,3,4,318202.94
1125,20251101,3,5,388717.85
1126,20251101,3,6,299857.72
1127,20251101,3,7,227698.59
1128,20251101,3,8,239561.97
1129,20251101,3,9,161848.79
1130,20251101,3,10,489138.9
1131,20251101,4,1,341428.32
1132,20251101,4,2,95003.74
1133,20251101,4,3,310670.98
1134,20251101,4,4,197444.23
1135,20251101,4,5,319772.23
1136,20251101,4,6,220542.32
1137,20251101,4,7,53455.25
1138,20251101,4,8,61147.94
1139,20251101,4,9,345228.8
1140,20251101,4,10,307579.93
1141,20251101,5,1,413147.1
1142,20251101,5,2,184421.02
1143,20251101,5,3,487073.64
1144,20251101,5,4,162597.99
1145,20251101,5,5,71131.24
1146,20251101,5,6,464228.8
1147,20251101,5,7,499388.0
1148,20251101,5,8,357083.79
1149,20251101,5,9,173287.26
1150,20251101,5,10,456363.33
1151,20251201,1,1,437703.92
1152,20251201,1,2,326025.71
1153,20251201,1,3,244103.0
1154,20251201,1,4,234707.14
1155,20251201,1,5,197093.52
1156,20251201,1,6,246111.8
1157,20251201,1,7,122823.18
1158,20251201,1,8,419086.12
1159,20251201,1,9,469126.81
1160,20251201,1,10,191636.42
1161,20251201,2,1,439330.27
1162,20251201,2,2,270513.19
1163,20251201,2,3,249393.23
1164,20251201,2,4,291883.08
1165,20251201,2,5,63132.89
1166,20251201,2,6,252779.58
1167,20251201,2,7,478846.1
1168,20251201,2,8,395602.42
1169,20251201,2,9,484141.03
1170,20251201,2,10,136529.38
1171,20251201,3,1,277889.84
1172,20251201,3,2,323874.82
1173,20251201,3,3,241318.16
1174,20251201,3,4,159132.49
1175,20251201,3,5,402003.75
1176,20251201,3,6,166139.84
1177,20251201,3,7,231996.45
1178,20251201,3,8,221567.18
1179,20251201,3,9,108862.76
1180,20251201,3,10,335090.0
1181,20251201,4,1,396691.12
1182,20251201,4,2,201428.3
1183,20251201,4,3,180135.7
1184,20251201,4,4,98779.41
1185,20251201,4,5,334680.8
1186,20251201,4,6,321642.71
1187,20251201,4,7,206160.57
1188,20251201,4,8,466408.53
1189,20251201,4,9,54120.24
1190,20251201,4,10,469361.94
1191,20251201,5,1,241473.04
1192,20251201,5,2,435008.97
1193,20251201,5,3,103286.43
1194,20251201,5,4,118470.12
1195,20251201,5,5,131469.78
1196,20251201,5,6,392916.46
1197,20251201,5,7,253366.86
1198,20251201,5,8,483950.29
1199,20251201,5,9,265264.2
1200,20251201,5,10,345489.87
1201,20260101,1,1,189777.32
1202,20260101,1,2,110451.45
1203,20260101,1,3,192202.36
1204,20260101,1,4,80299.52
1205,20260101,1,5,62487.0
1206,20260101,1,6,85579.29
1207,20260101,1,7,176418.77
1208,20260101,1,8,492572.27
1209,20260101,1,9,91535.07
1210,20260101,1,10,459823.52
1211,20260101,2,1,433304.08
1212,20260101,2,2,416878.48
1213,20260101,2,3,163040.47
1214,20260101,2,4,408596.88
1215,20260101,2,5,337738.04
1216,20260101,2,6,497018.08
1217,20260101,2,7,52753.68
1218,20260101,2,8,456996.76
1219,20260101,2,9,291582.7
1220,20260101,2,10,98756.53
1221,20260101,3,1,314964.47
1222,20260101,3,2,491890.34
1223,20260101,3,3,266540.16
1224,20260101,3,4,272540.4
1225,20260101,3,5,301473.22
1226,20260101,3,6,138147.71
1227,20260101,3,7,85609.46
1228,20260101,3,8,310027.81
1229,20260101,3,9,447115.35
1230,20260101,3,10,211264.21
1231,20260101,4,1,468826.34
1232,20260101,4,2,453769.42
1233,20260101,4,3,468943.42
1234,20260101,4,4,172938.7
1235,20260101,4,5,110709.51
1236,20260101,4,6,373225.24
1237,20260101,4,7,406637.74
1238,20260101,4,8,433733.81
1239,20260101,4,9,337367.32
1240,20260101,4,10,241244.68
1241,20260101,5,1,116273.64
1242,20260101,5,2,99908.48
1243,20260101,5,3,124080.75
1244,20260101,5,4,141750.93
1245,20260101,5,5,163052.83
1246,20260101,5,6,380937.09
1247,20260101,5,7,448024.07
1248,20260101,5,8,203967.65
1249,20260101,5,9,243537.67
1250,20260101,5,10,363395.43
1251,20260201,1,1,378273.3
1252,20260201,1,2,439879.27
1253,20260201,1,3,289530.48
1254,20260201,1,4,257541.92
1255,20260201,1,5,207659.48
1256,20260201,1,6,418550.44
1257,20260201,1,7,125961.63
1258,20260201,1,8,492530.48
1259,20260201,1,9,476594.6
1260,20260201,1,10,128672.79
1261,20260201,2,1,107562.52
1262,20260201,2,2,352287.11
1263,20260201,2,3,362622.26
1264,20260201,2,4,154652.33
1265,20260201,2,5,195934.5
1266,20260201,2,6,163948.01
1267,20260201,2,7,408612.16
1268,20260201,2,8,490976.72
1269,20260201,2,9,170759.64
1270,20260201,2,10,64145.99
1271,20260201,3,1,475057.74
1272,20260201,3,2,164509.11
1273,20260201,3,3,343769.56
1274,20260201,3,4,178343.13
1275,20260201,3,5,260250.83
1276,20260201,3,6,382895.38
1277,20260201,3,7,441441.65
1278,20260201,3,8,430479.48
1279,20260201,3,9,84516.7
1280,20260201,3,10,112974.67
1281,20260201,4,1,137097.09
1282,20260201,4,2,470594.64
1283,20260201,4,3,493126.47
1284,20260201,4,4,178459.68
1285,20260201,4,5,291770.11
1286,20260201,4,6,394407.5
1287,20260201,4,7,378937.5
1288,20260201,4,8,271064.06
1289,20260201,4,9,473038.24
1290,20260201,4,10,380047.92
1291,20260201,5,1,492480.21
1292,20260201,5,2,252837.55
1293,20260201,5,3,455526.67
1294,20260201,5,4,229164.79
1295,20260201,5,5,142825.97
1296,20260201,5,6,349024.12
1297,20260201,5,7,340279.21
1298,20260201,5,8,355333.2
1299,20260201,5,9,124860.94
1300,20260201,5,10,126374.47
1301,20260301,1,1,136232.67
1302,20260301,1,2,424671.81
1303,20260301,1,3,292503.18
1304,20260301,1,4,358287.35
1305,20260301,1,5,418841.49
1306,20260301,1,6,453982.66
1307,20260301,1,7,209133.59
1308,20260301,1,8,55677.01
1309,20260301,1,9,294305.89
1310,20260301,1,10,410538.25
1311,20260301,2,1,80272.2
1312,20260301,2,2,402817.17
1313,20260301,2,3,483042.29
1314,20260301,2,4,422015.71
1315,20260301,2,5,164718.46
1316,20260301,2,6,371641.18
1317,20260301,2,7,137462.86
1318,20260301,2,8,223975.85
1319,20260301,2,9,497448.48
1320,20260301,2,10,490487.39
1321,20260301,3,1,196249.87
1322,20260301,3,2,295393.4
1323,20260301,3,3,423384.58
1324,20260301,3,4,170044.4
1325,20260301,3,5,452207.4
1326,20260301,3,6,198960.84
1327,20260301,3,7,153283.28
1328,20260301,3,8,187512.66
1329,20260301,3,9,66093.76
1330,20260301,3,10,464374.64
1331,20260301,4,1,365002.1
1332,20260301,4,2,335466.14
1333,20260301,4,3,96726.63
1334,20260301,4,4,81105.61
1335,20260301,4,5,442664.13
1336,20260301,4,6,248243.72
1337,20260301,4,7,277320.42
1338,20260301,4,8,281384.86
1339,20260301,4,9,80132.39
1340,20260301,4,10,241243.09
1341,20260301,5,1,495004.36
1342,20260301,5,2,175484.36
1343,20260301,5,3,164476.99
1344,20260301,5,4,351511.67
1345,20260301,5,5,211759.01
1346,20260301,5,6,167849.41
1347,20260301,5,7,74069.24
1348,20260301,5,8,289281.64
1349,20260301,5,9,418752.16
1350,20260301,5,10,445553.68
1351,20260401,1,1,359795.31
1352,20260401,1,2,263800.15
1353,20260401,1,3,328793.49
1354,20260401,1,4,252651.4
1355,20260401,1,5,402925.2
1356,20260401,1,6,98218.91
1357,20260401,1,7,338804.14
1358,20260401,1,8,342909.93
1359,20260401,1,9,459656.74
1360,20260401,1,10,376712.14
1361,20260401,2,1,194224.36
1362,20260401,2,2,339642.22
1363,20260401,2,3,105499.78
1364,20260401,2,4,291483.89
1365,20260401,2,5,482155.24
1366,20260401,2,6,280621.55
1367,20260401,2,7,164955.55
1368,20260401,2,8,292490.0
1369,20260401,2,9,223698.46
1370,20260401,2,10,329944.51
1371,20260401,3,1,310675.88
1372,20260401,3,2,494677.4
1373,20260401,3,3,287462.21
1374,20260401,3,4,399385.05
1375,20260401,3,5,448159.65
1376,20260401,3,6,393950.38
1377,20260401,3,7,319482.69
1378,20260401,3,8,187733.77
1379,20260401,3,9,493377.71
1380,20260401,3,10,266558.39
1381,20260401,4,1,366384.91
1382,20260401,4,2,426879.7
1383,20260401,4,3,97094.36
1384,20260401,4,4,427885.55
1385,20260401,4,5,356460.68
1386,20260401,4,6,164206.9
1387,20260401,4,7,154648.04
1388,20260401,4,8,414600.72
1389,20260401,4,9,437831.55
1390,20260401,4,10,493923.06
1391,20260401,5,1,293201.16
1392,20260401,5,2,483578.11
1393,20260401,5,3,369712.67
1394,20260401,5,4,128763.3
1395,20260401,5,5,109490.53
1396,20260401,5,6,141680.79
1397,20260401,5,7,300536.18
1398,20260401,5,8,151872.87
1399,20260401,5,9,252288.71
1400,20260401,5,10,284658.55
1401,20260501,1,1,157220.22
1402,20260501,1,2,406556.95
1403,20260501,1,3,117926.54
1404,20260501,1,4,100728.33
1405,20260501,1,5,340732.11
1406,20260501,1,6,297367.53
1407,20260501,1,7,63537.6
1408,20260501,1,8,463977.78
1409,20260501,1,9,120702.36
1410,20260501,1,10,446703.59
1411,20260501,2,1,144540.62
1412,20260501,2,2,127581.11
1413,20260501,2,3,440120.33
1414,20260501,2,4,465869.19
1415,20260501,2,5,370260.81
1416,20260501,2,6,300670.63
1417,20260501,2,7,145441.01
1418,20260501,2,8,115567.56
1419,20260501,2,9,70151.95
1420,20260501,2,10,102637.84
1421,20260501,3,1,133301.42
1422,20260501,3,2,129078.12
1423,20260501,3,3,50950.67
1424,20260501,3,4,78363.84
1425,20260501,3,5,284909.7
1426,20260501,3,6,257589.11
1427,20260501,3,7,220731.09
1428,20260501,3,8,70389.32
1429,20260501,3,9,63410.22
1430,20260501,3,10,428573.78
1431,20260501,4,1,318589.93
1432,20260501,4,2,440526.06
1433,20260501,4,3,463797.67
1434,20260501,4,4,354530.91
1435,20260501,4,5,371689.68
1436,20260501,4,6,104766.22
1437,20260501,4,7,296483.46
1438,20260501,4,8,418023.44
1439,20260501,4,9,135207.87
1440,20260501,4,10,222672.15
1441,20260501,5,1,91823.21
1442,20260501,5,2,77770.32
1443,20260501,5,3,376027.67
1444,20260501,5,4,453983.48
1445,20260501,5,5,180213.35
1446,20260501,5,6,193696.11
1447,20260501,5,7,159785.88
1448,20260501,5,8,474532.41
1449,20260501,5,9,315334.69
1450,20260501,5,10,389802.72
1451,20260601,1,1,403775.95
1452,20260601,1,2,174363.61
1453,20260601,1,3,402367.27
1454,20260601,1,4,394895.46
1455,20260601,1,5,297649.16
1456,20260601,1,6,112213.71
1457,20260601,1,7,191687.83
1458,20260601,1,8,233900.62
1459,20260601,1,9,492098.9
1460,20260601,1,10,192376.5
1461,20260601,2,1,354326.55
1462,20260601,2,2,93946.16
1463,20260601,2,3,51642.46
1464,20260601,2,4,380000.86
1465,20260601,2,5,497563.31
1466,20260601,2,6,255669.83
1467,20260601,2,7,388218.57
1468,20260601,2,8,462199.68
1469,20260601,2,9,51578.74
1470,20260601,2,10,417816.38
1471,20260601,3,1,175526.47
1472,20260601,3,2,198240.79
1473,20260601,3,3,383987.52
1474,20260601,3,4,220635.23
1475,20260601,3,5,425341.01
1476,20260601,3,6,199133.35
1477,20260601,3,7,456322.72
1478,20260601,3,8,70734.74
1479,20260601,3,9,244782.88
1480,20260601,3,10,453599.05
1481,20260601,4,1,225470.32
1482,20260601,4,2,170902.65
1483,20260601,4,3,83221.59
1484,20260601,4,4,457244.19
1485,20260601,4,5,226844.32
1486,20260601,4,6,216935.81
1487,20260601,4,7,440376.68
1488,20260601,4,8,369031.45
1489,20260601,4,9,366835.85
1490,20260601,4,10,451314.1
1491,20260601,5,1,474168.27
1492,20260601,5,2,494051.7
1493,20260601,5,3,50713.54
1494,20260601,5,4,251159.43
1495,20260601,5,5,195768.95
1496,20260601,5,6,229470.48
1497,20260601,5,7,418075.21
1498,20260601,5,8,462338.54
1499,20260601,5,9,170989.05
1500,20260601,5,10,328376.19
1501,20260701,1,1,68880.95
1502,20260701,1,2,326828.99
1503,20260701,1,3,215277.91
1504,20260701,1,4,302764.03
1505,20260701,1,5,137591.3
1506,20260701,1,6,238860.69
1507,20260701,1,7,141035.94
1508,20260701,1,8,299282.49
1509,20260701,1,9,220064.29
1510,20260701,1,10,376527.02
1511,20260701,2,1,304070.77
1512,20260701,2,2,232365.39
1513,20260701,2,3,224786.42
1514,20260701,2,4,256601.0
1515,20260701,2,5,56941.98
1516,20260701,2,6,155335.93
1517,20260701,2,7,245052.07
1518,20260701,2,8,299939.36
1519,20260701,2,9,453967.74
1520,20260701,2,10,304588.72
1521,20260701,3,1,262615.29
1522,20260701,3,2,497752.93
1523,20260701,3,3,347185.33
1524,20260701,3,4,268382.78
1525,20260701,3,5,326464.35
1526,20260701,3,6,213837.96
1527,20260701,3,7,216948.09
1528,20260701,3,8,316112.86
1529,20260701,3,9,131274.54
1530,20260701,3,10,254090.43
1531,20260701,4,1,84890.47
1532,20260701,4,2,254511.81
1533,20260701,4,3,219674.55
1534,20260701,4,4,361946.06
1535,20260701,4,5,156536.4
1536,20260701,4,6,60024.63
1537,20260701,4,7,89138.96
1538,20260701,4,8,244225.83
1539,20260701,4,9,365693.99
1540,20260701,4,10,494713.02
1541,20260701,5,1,254548.46
1542,20260701,5,2,483526.52
1543,20260701,5,3,284889.48
1544,20260701,5,4,301580.51
1545,20260701,5,5,442706.8
1546,20260701,5,6,221063.19
1547,20260701,5,7,186226.55
1548,20260701,5,8,85396.69
1549,20260701,5,9,434651.26
1550,20260701,5,10,392473.59
1551,20260801,1,1,491179.51
1552,20260801,1,2,307237.85
1553,20260801,1,3,470535.95
1554,20260801,1,4,473335.33
1555,20260801,1,5,402784.29
1556,20260801,1,6,212543.11
1557,20260801,1,7,279723.54
1558,20260801,1,8,487181.94
1559,20260801,1,9,103000.35
1560,20260801,1,10,268996.05
1561,20260801,2,1,180854.3
1562,20260801,2,2,90595.55
1563,20260801,2,3,386578.95
1564,20260801,2,4,269724.99
1565,20260801,2,5,223293.46
1566,20260801,2,6,133195.2
1567,20260801,2,7,83582.73
1568,20260801,2,8,293814.8
1569,20260801,2,9,408755.59
1570,20260801,2,10,340241.47
1571,20260801,3,1,115094.04
1572,20260801,3,2,91355.93
1573,20260801,3,3,370746.55
1574,20260801,3,4,231265.82
1575,20260801,3,5,111996.85
1576,20260801,3,6,169822.01
1577,20260801,3,7,123223.45
1578,20260801,3,8,321421.34
1579,20260801,3,9,264887.57
1580,20260801,3,10,280502.04
1581,20260801,4,1,83501.66
1582,20260801,4,2,74027.56
1583,20260801,4,3,368209.83
1584,20260801,4,4,498066.49
1585,20260801,4,5,447745.78
1586,20260801,4,6,374452.74
1587,20260801,4,7,214898.61
1588,20260801,4,8,462311.52
1589,20260801,4,9,97356.11
1590,20260801,4,10,299098.45
1591,20260801,5,1,356456.86
1592,20260801,5,2,217781.78
1593,20260801,5,3,425047.54
1594,20260801,5,4,70417.14
1595,20260801,5,5,245802.95
1596,20260801,5,6,277608.92
1597,20260801,5,7,51298.77
1598,20260801,5,8,310090.04
1599,20260801,5,9,106847.84
1600,20260801,5,10,441339.58
1601,20260901,1,1,273625.23
1602,20260901,1,2,50027.39
1603,20260901,1,3,308535.18
1604,20260901,1,4,472143.62
1605,20260901,1,5,72401.47
1606,20260901,1,6,334453.22
1607,20260901,1,7,148800.78
1608,20260901,1,8,366857.04
1609,20260901,1,9,203977.01
1610,20260901,1,10,173799.04
1611,20260901,2,1,73778.51
1612,20260901,2,2,127254.68
1613,20260901,2,3,422276.36
1614,20260901,2,4,175300.76
1615,20260901,2,5,439032.53
1616,20260901,2,6,496345.76
1617,20260901,2,7,276394.41
1618,20260901,2,8,463794.07
1619,20260901,2,9,324961.94
1620,20260901,2,10,449340.87
1621,20260901,3,1,448465.47
1622,20260901,3,2,175999.35
1623,20260901,3,3,76284.84
1624,20260901,3,4,268463.67
1625,20260901,3,5,343377.34
1626,20260901,3,6,460586.31
1627,20260901,3,7,282519.57
1628,20260901,3,8,122412.99
1629,20260901,3,9,167817.9
1630,20260901,3,10,253680.78
1631,20260901,4,1,90540.26
1632,20260901,4,2,497158.61
1633,20260901,4,3,82619.6
1634,20260901,4,4,473718.88
1635,20260901,4,5,294010.22
1636,20260901,4,6,469054.49
1637,20260901,4,7,397593.05
1638,20260901,4,8,52811.15
1639,20260901,4,9,79659.99
1640,20260901,4,10,403835.53
1641,20260901,5,1,474337.01
1642,20260901,5,2,338666.19
1643,20260901,5,3,388876.15
1644,20260901,5,4,76550.84
1645,20260901,5,5,102275.89
1646,20260901,5,6,217310.68
1647,20260901,5,7,50461.56
1648,20260901,5,8,130100.11
1649,20260901,5,9,258719.84
1650,20260901,5,10,413268.04
1651,20261001,1,1,491474.7
1652,20261001,1,2,345621.77
1653,20261001,1,3,191742.52
1654,20261001,1,4,242331.65
1655,20261001,1,5,386389.19
1656,20261001,1,6,69628.82
1657,20261001,1,7,213227.29
1658,20261001,1,8,476151.92
1659,20261001,1,9,437987.59
1660,20261001,1,10,248265.01
1661,20261001,2,1,419366.98
1662,20261001,2,2,111273.93
1663,20261001,2,3,69732.57
1664,20261001,2,4,258068.95
1665,20261001,2,5,414347.89
1666,20261001,2,6,317141.8
1667,20261001,2,7,356218.44
1668,20261001,2,8,52071.57
1669,20261001,2,9,267740.11
1670,20261001,2,10,457722.93
1671,20261001,3,1,423489.7
1672,20261001,3,2,344140.61
1673,20261001,3,3,444765.45
1674,20261001,3,4,308301.12
1675,20261001,3,5,190516.27
1676,20261001,3,6,370119.43
1677,20261001,3,7,364607.08
1678,20261001,3,8,152151.5
1679,20261001,3,9,340636.88
1680,20261001,3,10,408851.94
1681,20261001,4,1,284856.34
1682,20261001,4,2,235941.96
1683,20261001,4,3,299899.81
1684,20261001,4,4,146002.35
1685,20261001,4,5,435858.47
1686,20261001,4,6,205076.2
1687,20261001,4,7,317830.07
1688,20261001,4,8,175562.84
1689,20261001,4,9,262497.83
1690,20261001,4,10,102005.19
1691,20261001,5,1,426349.57
1692,20261001,5,2,89640.85
1693,20261001,5,3,330982.35
1694,20261001,5,4,374427.66
1695,20261001,5,5,466562.96
1696,20261001,5,6,489831.89
1697,20261001,5,7,140983.06
1698,20261001,5,8,189884.58
1699,20261001,5,9,292288.91
1700,20261001,5,10,145947.83
1701,20261101,1,1,396730.55
1702,20261101,1,2,398050.76
1703,20261101,1,3,65984.75
1704,20261101,1,4,199530.56
1705,20261101,1,5,119178.08
1706,20261101,1,6,398607.44
1707,20261101,1,7,348794.53
1708,20261101,1,8,231476.76
1709,20261101,1,9,358071.06
1710,20261101,1,10,80924.33
1711,20261101,2,1,451580.84
1712,20261101,2,2,146001.09
1713,20261101,2,3,446741.89
1714,20261101,2,4,405800.54
1715,20261101,2,5,211974.37
1716,20261101,2,6,165215.11
1717,20261101,2,7,393773.4
1718,20261101,2,8,420735.37
1719,20261101,2,9,201827.8
1720,20261101,2,10,463278.31
1721,20261101,3,1,239304.59
1722,20261101,3,2,77213.97
1723,20261101,3,3,437919.89
1724,20261101,3,4,490556.12
1725,20261101,3,5,245939.77
1726,20261101,3,6,385399.36
1727,20261101,3,7,251512.09
1728,20261101,3,8,314728.7
1729,20261101,3,9,148563.23
1730,20261101,3,10,372986.51
1731,20261101,4,1,163116.92
1732,20261101,4,2,184809.08
1733,20261101,4,3,293873.91
1734,20261101,4,4,137854.37
1735,20261101,4,5,186637.88
1736,20261101,4,6,129594.53
1737,20261101,4,7,410090.87
1738,20261101,4,8,222181.29
1739,20261101,4,9,491628.77
1740,20261101,4,10,458489.2
1741,20261101,5,1,486071.23
1742,20261101,5,2,184061.88
1743,20261101,5,3,461752.03
1744,20261101,5,4,293086.45
1745,20261101,5,5,198881.75
1746,20261101,5,6,73882.84
1747,20261101,5,7,417336.98
1748,20261101,5,8,467155.39
1749,20261101,5,9,367109.57
1750,20261101,5,10,227063.1
1751,20261201,1,1,252043.54
1752,20261201,1,2,201003.59
1753,20261201,1,3,86027.73
1754,20261201,1,4,482414.42
1755,20261201,1,5,121755.09
1756,20261201,1,6,304056.97
1757,20261201,1,7,378133.94
1758,20261201,1,8,54379.93
1759,20261201,1,9,65306.44
1760,20261201,1,10,471612.8
1761,20261201,2,1,456041.0
1762,20261201,2,2,196048.6
1763,20261201,2,3,69127.33
1764,20261201,2,4,333024.83
1765,20261201,2,5,189262.99
1766,20261201,2,6,62400.35
1767,20261201,2,7,495550.78
1768,20261201,2,8,95772.51
1769,20261201,2,9,155106.95
1770,20261201,2,10,477968.9
1771,20261201,3,1,498551.63
1772,20261201,3,2,258214.87
1773,20261201,3,3,278379.67
1774,20261201,3,4,224555.11
1775,20261201,3,5,320462.16
1776,20261201,3,6,359005.13
1777,20261201,3,7,114045.9
1778,20261201,3,8,412448.59
1779,20261201,3,9,366871.82
1780,20261201,3,10,250333.35
1781,20261201,4,1,225079.29
1782,20261201,4,2,359031.93
1783,20261201,4,3,129716.42
1784,20261201,4,4,335230.66
1785,20261201,4,5,232755.31
1786,20261201,4,6,329442.13
1787,20261201,4,7,463719.76
1788,20261201,4,8,191807.17
1789,20261201,4,9,463962.7
1790,20261201,4,10,170622.16
1791,20261201,5,1,473223.55
1792,20261201,5,2,357164.57
1793,20261201,5,3,499194.9
1794,20261201,5,4,451835.97
1795,20261201,5,5,350087.63
1796,20261201,5,6,132008.4
1797,20261201,5,7,455502.61
1798,20261201,5,8,403220.11
1799,20261201,5,9,455044.01
1800,20261201,5,10,210804.98
