DateKey,Date,CalendarYear,CalendarMonth,CalendarMonthName,CalendarQuarter,FiscalYear,FiscalMonth,FiscalMonthName,FiscalQuarter,IsCurrentFY,IsWeekend,DayOfWeek,DayName
20210910,2021-09-10,2021,9,September,3,2022,9,September,3,False,False,5,Friday
20210911,2021-09-11,2021,9,September,3,2022,9,September,3,False,True,6,Saturday
20210912,2021-09-12,2021,9,September,3,2022,9,September,3,False,True,7,Sunday
20210913,2021-09-13,2021,9,September,3,2022,9,September,3,False,False,1,Monday
20210914,2021-09-14,2021,9,September,3,2022,9,September,3,False,False,2,Tuesday
20210915,2021-09-15,2021,9,September,3,2022,9,September,3,False,False,3,Wednesday
20210916,2021-09-16,2021,9,September,3,2022,9,September,3,False,False,4,Thursday
20210917,2021-09-17,2021,9,September,3,2022,9,September,3,False,False,5,Friday
20210918,2021-09-18,2021,9,September,3,2022,9,September,3,False,True,6,Saturday
20210919,2021-09-19,2021,9,September,3,2022,9,September,3,False,True,7,Sunday
20210920,2021-09-20,2021,9,September,3,2022,9,September,3,False,False,1,Monday
20210921,2021-09-21,2021,9,September,3,2022,9,September,3,False,False,2,Tuesday
20210922,2021-09-22,2021,9,September,3,2022,9,September,3,False,False,3,Wednesday
20210923,2021-09-23,2021,9,September,3,2022,9,September,3,False,False,4,Thursday
20210924,2021-09-24,2021,9,September,3,2022,9,September,3,False,False,5,Friday
20210925,2021-09-25,2021,9,September,3,2022,9,September,3,False,True,6,Saturday
20210926,2021-09-26,2021,9,September,3,2022,9,September,3,False,True,7,Sunday
20210927,2021-09-27,2021,9,September,3,2022,9,September,3,False,False,1,Monday
20210928,2021-09-28,2021,9,September,3,2022,9,September,3,False,False,2,Tuesday
20210929,2021-09-29,2021,9,September,3,2022,9,September,3,False,False,3,Wednesday
20210930,2021-09-30,2021,9,September,3,2022,9,September,3,False,False,4,Thursday
20211001,2021-10-01,2021,10,October,4,2022,10,October,4,False,False,5,Friday
20211002,2021-10-02,2021,10,October,4,2022,10,October,4,False,True,6,Saturday
20211003,2021-10-03,2021,10,October,4,2022,10,October,4,False,True,7,Sunday
20211004,2021-10-04,2021,10,October,4,2022,10,October,4,False,False,1,Monday
20211005,2021-10-05,2021,10,October,4,2022,10,October,4,False,False,2,Tuesday
20211006,2021-10-06,2021,10,October,4,2022,10,October,4,False,False,3,Wednesday
20211007,2021-10-07,2021,10,October,4,2022,10,October,4,False,False,4,Thursday
20211008,2021-10-08,2021,10,October,4,2022,10,October,4,False,False,5,Friday
20211009,2021-10-09,2021,10,October,4,2022,10,October,4,False,True,6,Saturday
20211010,2021-10-10,2021,10,October,4,2022,10,October,4,False,True,7,Sunday
20211011,2021-10-11,2021,10,October,4,2022,10,October,4,False,False,1,Monday
20211012,2021-10-12,2021,10,October,4,2022,10,October,4,False,False,2,Tuesday
20211013,2021-10-13,2021,10,October,4,2022,10,October,4,False,False,3,Wednesday
20211014,2021-10-14,2021,10,October,4,2022,10,October,4,False,False,4,Thursday
20211015,2021-10-15,2021,10,October,4,2022,10,October,4,False,False,5,Friday
20211016,2021-10-16,2021,10,October,4,2022,10,October,4,False,True,6,Saturday
20211017,2021-10-17,2021,10,October,4,2022,10,October,4,False,True,7,Sunday
20211018,2021-10-18,2021,10,October,4,2022,10,October,4,False,False,1,Monday
20211019,2021-10-19,2021,10,October,4,2022,10,October,4,False,False,2,Tuesday
20211020,2021-10-20,2021,10,October,4,2022,10,October,4,False,False,3,Wednesday
20211021,2021-10-21,2021,10,October,4,2022,10,October,4,False,False,4,Thursday
20211022,2021-10-22,2021,10,October,4,2022,10,October,4,False,False,5,Friday
20211023,2021-10-23,2021,10,October,4,2022,10,October,4,False,True,6,Saturday
20211024,2021-10-24,2021,10,October,4,2022,10,October,4,False,True,7,Sunday
20211025,2021-10-25,2021,10,October,4,2022,10,October,4,False,False,1,Monday
20211026,2021-10-26,2021,10,October,4,2022,10,October,4,False,False,2,Tuesday
20211027,2021-10-27,2021,10,October,4,2022,10,October,4,False,False,3,Wednesday
20211028,2021-10-28,2021,10,October,4,2022,10,October,4,False,False,4,Thursday
20211029,2021-10-29,2021,10,October,4,2022,10,October,4,False,False,5,Friday
20211030,2021-10-30,2021,10,October,4,2022,10,October,4,False,True,6,Saturday
20211031,2021-10-31,2021,10,October,4,2022,10,October,4,False,True,7,Sunday
20211101,2021-11-01,2021,11,November,4,2022,11,November,4,False,False,1,Monday
20211102,2021-11-02,2021,11,November,4,2022,11,November,4,False,False,2,Tuesday
20211103,2021-11-03,2021,11,November,4,2022,11,November,4,False,False,3,Wednesday
20211104,2021-11-04,2021,11,November,4,2022,11,November,4,False,False,4,Thursday
20211105,2021-11-05,2021,11,November,4,2022,11,November,4,False,False,5,Friday
20211106,2021-11-06,2021,11,November,4,2022,11,November,4,False,True,6,Saturday
20211107,2021-11-07,2021,11,November,4,2022,11,November,4,False,True,7,Sunday
20211108,2021-11-08,2021,11,November,4,2022,11,November,4,False,False,1,Monday
20211109,2021-11-09,2021,11,November,4,2022,11,November,4,False,False,2,Tuesday
20211110,2021-11-10,2021,11,November,4,2022,11,November,4,False,False,3,Wednesday
20211111,2021-11-11,2021,11,November,4,2022,11,November,4,False,False,4,Thursday
20211112,2021-11-12,2021,11,November,4,2022,11,November,4,False,False,5,Friday
20211113,2021-11-13,2021,11,November,4,2022,11,November,4,False,True,6,Saturday
20211114,2021-11-14,2021,11,November,4,2022,11,November,4,False,True,7,Sunday
20211115,2021-11-15,2021,11,November,4,2022,11,November,4,False,False,1,Monday
20211116,2021-11-16,2021,11,November,4,2022,11,November,4,False,False,2,Tuesday
20211117,2021-11-17,2021,11,November,4,2022,11,November,4,False,False,3,Wednesday
20211118,2021-11-18,2021,11,November,4,2022,11,November,4,False,False,4,Thursday
20211119,2021-11-19,2021,11,November,4,2022,11,November,4,False,False,5,Friday
20211120,2021-11-20,2021,11,November,4,2022,11,November,4,False,True,6,Saturday
20211121,2021-11-21,2021,11,November,4,2022,11,November,4,False,True,7,Sunday
20211122,2021-11-22,2021,11,November,4,2022,11,November,4,False,False,1,Monday
20211123,2021-11-23,2021,11,November,4,2022,11,November,4,False,False,2,Tuesday
20211124,2021-11-24,2021,11,November,4,2022,11,November,4,False,False,3,Wednesday
20211125,2021-11-25,2021,11,November,4,2022,11,November,4,False,False,4,Thursday
20211126,2021-11-26,2021,11,November,4,2022,11,November,4,False,False,5,Friday
20211127,2021-11-27,2021,11,November,4,2022,11,November,4,False,True,6,Saturday
20211128,2021-11-28,2021,11,November,4,2022,11,November,4,False,True,7,Sunday
20211129,2021-11-29,2021,11,November,4,2022,11,November,4,False,False,1,Monday
20211130,2021-11-30,2021,11,November,4,2022,11,November,4,False,False,2,Tuesday
20211201,2021-12-01,2021,12,December,4,2022,12,December,4,False,False,3,Wednesday
20211202,2021-12-02,2021,12,December,4,2022,12,December,4,False,False,4,Thursday
20211203,2021-12-03,2021,12,December,4,2022,12,December,4,False,False,5,Friday
20211204,2021-12-04,2021,12,December,4,2022,12,December,4,False,True,6,Saturday
20211205,2021-12-05,2021,12,December,4,2022,12,December,4,False,True,7,Sunday
20211206,2021-12-06,2021,12,December,4,2022,12,December,4,False,False,1,Monday
20211207,2021-12-07,2021,12,December,4,2022,12,December,4,False,False,2,Tuesday
20211208,2021-12-08,2021,12,December,4,2022,12,December,4,False,False,3,Wednesday
20211209,2021-12-09,2021,12,December,4,2022,12,December,4,False,False,4,Thursday
20211210,2021-12-10,2021,12,December,4,2022,12,December,4,False,False,5,Friday
20211211,2021-12-11,2021,12,December,4,2022,12,December,4,False,True,6,Saturday
20211212,2021-12-12,2021,12,December,4,2022,12,December,4,False,True,7,Sunday
20211213,2021-12-13,2021,12,December,4,2022,12,December,4,False,False,1,Monday
20211214,2021-12-14,2021,12,December,4,2022,12,December,4,False,False,2,Tuesday
20211215,2021-12-15,2021,12,December,4,2022,12,December,4,False,False,3,Wednesday
20211216,2021-12-16,2021,12,December,4,2022,12,December,4,False,False,4,Thursday
20211217,2021-12-17,2021,12,December,4,2022,12,December,4,False,False,5,Friday
20211218,2021-12-18,2021,12,December,4,2022,12,December,4,False,True,6,Saturday
20211219,2021-12-19,2021,12,December,4,2022,12,December,4,False,True,7,Sunday
20211220,2021-12-20,2021,12,December,4,2022,12,December,4,False,False,1,Monday
20211221,2021-12-21,2021,12,December,4,2022,12,December,4,False,False,2,Tuesday
20211222,2021-12-22,2021,12,December,4,2022,12,December,4,False,False,3,Wednesday
20211223,2021-12-23,2021,12,December,4,2022,12,December,4,False,False,4,Thursday
20211224,2021-12-24,2021,12,December,4,2022,12,December,4,False,False,5,Friday
20211225,2021-12-25,2021,12,December,4,2022,12,December,4,False,True,6,Saturday
20211226,2021-12-26,2021,12,December,4,2022,12,December,4,False,True,7,Sunday
20211227,2021-12-27,2021,12,December,4,2022,12,December,4,False,False,1,Monday
20211228,2021-12-28,2021,12,December,4,2022,12,December,4,False,False,2,Tuesday
20211229,2021-12-29,2021,12,December,4,2022,12,December,4,False,False,3,Wednesday
20211230,2021-12-30,2021,12,December,4,2022,12,December,4,False,False,4,Thursday
20211231,2021-12-31,2021,12,December,4,2022,12,December,4,False,False,5,Friday
20220101,2022-01-01,2022,1,January,1,2023,1,January,1,False,True,6,Saturday
20220102,2022-01-02,2022,1,January,1,2023,1,January,1,False,True,7,Sunday
20220103,2022-01-03,2022,1,January,1,2023,1,January,1,False,False,1,Monday
20220104,2022-01-04,2022,1,January,1,2023,1,January,1,False,False,2,Tuesday
20220105,2022-01-05,2022,1,January,1,2023,1,January,1,False,False,3,Wednesday
20220106,2022-01-06,2022,1,January,1,2023,1,January,1,False,False,4,Thursday
20220107,2022-01-07,2022,1,January,1,2023,1,January,1,False,False,5,Friday
20220108,2022-01-08,2022,1,January,1,2023,1,January,1,False,True,6,Saturday
20220109,2022-01-09,2022,1,January,1,2023,1,January,1,False,True,7,Sunday
20220110,2022-01-10,2022,1,January,1,2023,1,January,1,False,False,1,Monday
20220111,2022-01-11,2022,1,January,1,2023,1,January,1,False,False,2,Tuesday
20220112,2022-01-12,2022,1,January,1,2023,1,January,1,False,False,3,Wednesday
20220113,2022-01-13,2022,1,January,1,2023,1,January,1,False,False,4,Thursday
20220114,2022-01-14,2022,1,January,1,2023,1,January,1,False,False,5,Friday
20220115,2022-01-15,2022,1,January,1,2023,1,January,1,False,True,6,Saturday
20220116,2022-01-16,2022,1,January,1,2023,1,January,1,False,True,7,Sunday
20220117,2022-01-17,2022,1,January,1,2023,1,January,1,False,False,1,Monday
20220118,2022-01-18,2022,1,January,1,2023,1,January,1,False,False,2,Tuesday
20220119,2022-01-19,2022,1,January,1,2023,1,January,1,False,False,3,Wednesday
20220120,2022-01-20,2022,1,January,1,2023,1,January,1,False,False,4,Thursday
20220121,2022-01-21,2022,1,January,1,2023,1,January,1,False,False,5,Friday
20220122,2022-01-22,2022,1,January,1,2023,1,January,1,False,True,6,Saturday
20220123,2022-01-23,2022,1,January,1,2023,1,January,1,False,True,7,Sunday
20220124,2022-01-24,2022,1,January,1,2023,1,January,1,False,False,1,Monday
20220125,2022-01-25,2022,1,January,1,2023,1,January,1,False,False,2,Tuesday
20220126,2022-01-26,2022,1,January,1,2023,1,January,1,False,False,3,Wednesday
20220127,2022-01-27,2022,1,January,1,2023,1,January,1,False,False,4,Thursday
20220128,2022-01-28,2022,1,January,1,2023,1,January,1,False,False,5,Friday
20220129,2022-01-29,2022,1,January,1,2023,1,January,1,False,True,6,Saturday
20220130,2022-01-30,2022,1,January,1,2023,1,January,1,False,True,7,Sunday
20220131,2022-01-31,2022,1,January,1,2023,1,January,1,False,False,1,Monday
20220201,2022-02-01,2022,2,February,1,2023,2,February,1,False,False,2,Tuesday
20220202,2022-02-02,2022,2,February,1,2023,2,February,1,False,False,3,Wednesday
20220203,2022-02-03,2022,2,February,1,2023,2,February,1,False,False,4,Thursday
20220204,2022-02-04,2022,2,February,1,2023,2,February,1,False,False,5,Friday
20220205,2022-02-05,2022,2,February,1,2023,2,February,1,False,True,6,Saturday
20220206,2022-02-06,2022,2,February,1,2023,2,February,1,False,True,7,Sunday
20220207,2022-02-07,2022,2,February,1,2023,2,February,1,False,False,1,Monday
20220208,2022-02-08,2022,2,February,1,2023,2,February,1,False,False,2,Tuesday
20220209,2022-02-09,2022,2,February,1,2023,2,February,1,False,False,3,Wednesday
20220210,2022-02-10,2022,2,February,1,2023,2,February,1,False,False,4,Thursday
20220211,2022-02-11,2022,2,February,1,2023,2,February,1,False,False,5,Friday
20220212,2022-02-12,2022,2,February,1,2023,2,February,1,False,True,6,Saturday
20220213,2022-02-13,2022,2,February,1,2023,2,February,1,False,True,7,Sunday
20220214,2022-02-14,2022,2,February,1,2023,2,February,1,False,False,1,Monday
20220215,2022-02-15,2022,2,February,1,2023,2,February,1,False,False,2,Tuesday
20220216,2022-02-16,2022,2,February,1,2023,2,February,1,False,False,3,Wednesday
20220217,2022-02-17,2022,2,February,1,2023,2,February,1,False,False,4,Thursday
20220218,2022-02-18,2022,2,February,1,2023,2,February,1,False,False,5,Friday
20220219,2022-02-19,2022,2,February,1,2023,2,February,1,False,True,6,Saturday
20220220,2022-02-20,2022,2,February,1,2023,2,February,1,False,True,7,Sunday
20220221,2022-02-21,2022,2,February,1,2023,2,February,1,False,False,1,Monday
20220222,2022-02-22,2022,2,February,1,2023,2,February,1,False,False,2,Tuesday
20220223,2022-02-23,2022,2,February,1,2023,2,February,1,False,False,3,Wednesday
20220224,2022-02-24,2022,2,February,1,2023,2,February,1,False,False,4,Thursday
20220225,2022-02-25,2022,2,February,1,2023,2,February,1,False,False,5,Friday
20220226,2022-02-26,2022,2,February,1,2023,2,February,1,False,True,6,Saturday
20220227,2022-02-27,2022,2,February,1,2023,2,February,1,False,True,7,Sunday
20220228,2022-02-28,2022,2,February,1,2023,2,February,1,False,False,1,Monday
20220301,2022-03-01,2022,3,March,1,2023,3,March,1,False,False,2,Tuesday
20220302,2022-03-02,2022,3,March,1,2023,3,March,1,False,False,3,Wednesday
20220303,2022-03-03,2022,3,March,1,2023,3,March,1,False,False,4,Thursday
20220304,2022-03-04,2022,3,March,1,2023,3,March,1,False,False,5,Friday
20220305,2022-03-05,2022,3,March,1,2023,3,March,1,False,True,6,Saturday
20220306,2022-03-06,2022,3,March,1,2023,3,March,1,False,True,7,Sunday
20220307,2022-03-07,2022,3,March,1,2023,3,March,1,False,False,1,Monday
20220308,2022-03-08,2022,3,March,1,2023,3,March,1,False,False,2,Tuesday
20220309,2022-03-09,2022,3,March,1,2023,3,March,1,False,False,3,Wednesday
20220310,2022-03-10,2022,3,March,1,2023,3,March,1,False,False,4,Thursday
20220311,2022-03-11,2022,3,March,1,2023,3,March,1,False,False,5,Friday
20220312,2022-03-12,2022,3,March,1,2023,3,March,1,False,True,6,Saturday
20220313,2022-03-13,2022,3,March,1,2023,3,March,1,False,True,7,Sunday
20220314,2022-03-14,2022,3,March,1,2023,3,March,1,False,False,1,Monday
20220315,2022-03-15,2022,3,March,1,2023,3,March,1,False,False,2,Tuesday
20220316,2022-03-16,2022,3,March,1,2023,3,March,1,False,False,3,Wednesday
20220317,2022-03-17,2022,3,March,1,2023,3,March,1,False,False,4,Thursday
20220318,2022-03-18,2022,3,March,1,2023,3,March,1,False,False,5,Friday
20220319,2022-03-19,2022,3,March,1,2023,3,March,1,False,True,6,Saturday
20220320,2022-03-20,2022,3,March,1,2023,3,March,1,False,True,7,Sunday
20220321,2022-03-21,2022,3,March,1,2023,3,March,1,False,False,1,Monday
20220322,2022-03-22,2022,3,March,1,2023,3,March,1,False,False,2,Tuesday
20220323,2022-03-23,2022,3,March,1,2023,3,March,1,False,False,3,Wednesday
20220324,2022-03-24,2022,3,March,1,2023,3,March,1,False,False,4,Thursday
20220325,2022-03-25,2022,3,March,1,2023,3,March,1,False,False,5,Friday
20220326,2022-03-26,2022,3,March,1,2023,3,March,1,False,True,6,Saturday
20220327,2022-03-27,2022,3,March,1,2023,3,March,1,False,True,7,Sunday
20220328,2022-03-28,2022,3,March,1,2023,3,March,1,False,False,1,Monday
20220329,2022-03-29,2022,3,March,1,2023,3,March,1,False,False,2,Tuesday
20220330,2022-03-30,2022,3,March,1,2023,3,March,1,False,False,3,Wednesday
20220331,2022-03-31,2022,3,March,1,2023,3,March,1,False,False,4,Thursday
20220401,2022-04-01,2022,4,April,2,2023,4,April,2,False,False,5,Friday
20220402,2022-04-02,2022,4,April,2,2023,4,April,2,False,True,6,Saturday
20220403,2022-04-03,2022,4,April,2,2023,4,April,2,False,True,7,Sunday
20220404,2022-04-04,2022,4,April,2,2023,4,April,2,False,False,1,Monday
20220405,2022-04-05,2022,4,April,2,2023,4,April,2,False,False,2,Tuesday
20220406,2022-04-06,2022,4,April,2,2023,4,April,2,False,False,3,Wednesday
20220407,2022-04-07,2022,4,April,2,2023,4,April,2,False,False,4,Thursday
20220408,2022-04-08,2022,4,April,2,2023,4,April,2,False,False,5,Friday
20220409,2022-04-09,2022,4,April,2,2023,4,April,2,False,True,6,Saturday
20220410,2022-04-10,2022,4,April,2,2023,4,April,2,False,True,7,Sunday
20220411,2022-04-11,2022,4,April,2,2023,4,April,2,False,False,1,Monday
20220412,2022-04-12,2022,4,April,2,2023,4,April,2,False,False,2,Tuesday
20220413,2022-04-13,2022,4,April,2,2023,4,April,2,False,False,3,Wednesday
20220414,2022-04-14,2022,4,April,2,2023,4,April,2,False,False,4,Thursday
20220415,2022-04-15,2022,4,April,2,2023,4,April,2,False,False,5,Friday
20220416,2022-04-16,2022,4,April,2,2023,4,April,2,False,True,6,Saturday
20220417,2022-04-17,2022,4,April,2,2023,4,April,2,False,True,7,Sunday
20220418,2022-04-18,2022,4,April,2,2023,4,April,2,False,False,1,Monday
20220419,2022-04-19,2022,4,April,2,2023,4,April,2,False,False,2,Tuesday
20220420,2022-04-20,2022,4,April,2,2023,4,April,2,False,False,3,Wednesday
20220421,2022-04-21,2022,4,April,2,2023,4,April,2,False,False,4,Thursday
20220422,2022-04-22,2022,4,April,2,2023,4,April,2,False,False,5,Friday
20220423,2022-04-23,2022,4,April,2,2023,4,April,2,False,True,6,Saturday
20220424,2022-04-24,2022,4,April,2,2023,4,April,2,False,True,7,Sunday
20220425,2022-04-25,2022,4,April,2,2023,4,April,2,False,False,1,Monday
20220426,2022-04-26,2022,4,April,2,2023,4,April,2,False,False,2,Tuesday
20220427,2022-04-27,2022,4,April,2,2023,4,April,2,False,False,3,Wednesday
20220428,2022-04-28,2022,4,April,2,2023,4,April,2,False,False,4,Thursday
20220429,2022-04-29,2022,4,April,2,2023,4,April,2,False,False,5,Friday
20220430,2022-04-30,2022,4,April,2,2023,4,April,2,False,True,6,Saturday
20220501,2022-05-01,2022,5,May,2,2023,5,May,2,False,True,7,Sunday
20220502,2022-05-02,2022,5,May,2,2023,5,May,2,False,False,1,Monday
20220503,2022-05-03,2022,5,May,2,2023,5,May,2,False,False,2,Tuesday
20220504,2022-05-04,2022,5,May,2,2023,5,May,2,False,False,3,Wednesday
20220505,2022-05-05,2022,5,May,2,2023,5,May,2,False,False,4,Thursday
20220506,2022-05-06,2022,5,May,2,2023,5,May,2,False,False,5,Friday
20220507,2022-05-07,2022,5,May,2,2023,5,May,2,False,True,6,Saturday
20220508,2022-05-08,2022,5,May,2,2023,5,May,2,False,True,7,Sunday
20220509,2022-05-09,2022,5,May,2,2023,5,May,2,False,False,1,Monday
20220510,2022-05-10,2022,5,May,2,2023,5,May,2,False,False,2,Tuesday
20220511,2022-05-11,2022,5,May,2,2023,5,May,2,False,False,3,Wednesday
20220512,2022-05-12,2022,5,May,2,2023,5,May,2,False,False,4,Thursday
20220513,2022-05-13,2022,5,May,2,2023,5,May,2,False,False,5,Friday
20220514,2022-05-14,2022,5,May,2,2023,5,May,2,False,True,6,Saturday
20220515,2022-05-15,2022,5,May,2,2023,5,May,2,False,True,7,Sunday
20220516,2022-05-16,2022,5,May,2,2023,5,May,2,False,False,1,Monday
20220517,2022-05-17,2022,5,May,2,2023,5,May,2,False,False,2,Tuesday
20220518,2022-05-18,2022,5,May,2,2023,5,May,2,False,False,3,Wednesday
20220519,2022-05-19,2022,5,May,2,2023,5,May,2,False,False,4,Thursday
20220520,2022-05-20,2022,5,May,2,2023,5,May,2,False,False,5,Friday
20220521,2022-05-21,2022,5,May,2,2023,5,May,2,False,True,6,Saturday
20220522,2022-05-22,2022,5,May,2,2023,5,May,2,False,True,7,Sunday
20220523,2022-05-23,2022,5,May,2,2023,5,May,2,False,False,1,Monday
20220524,2022-05-24,2022,5,May,2,2023,5,May,2,False,False,2,Tuesday
20220525,2022-05-25,2022,5,May,2,2023,5,May,2,False,False,3,Wednesday
20220526,2022-05-26,2022,5,May,2,2023,5,May,2,False,False,4,Thursday
20220527,2022-05-27,2022,5,May,2,2023,5,May,2,False,False,5,Friday
20220528,2022-05-28,2022,5,May,2,2023,5,May,2,False,True,6,Saturday
20220529,2022-05-29,2022,5,May,2,2023,5,May,2,False,True,7,Sunday
20220530,2022-05-30,2022,5,May,2,2023,5,May,2,False,False,1,Monday
20220531,2022-05-31,2022,5,May,2,2023,5,May,2,False,False,2,Tuesday
20220601,2022-06-01,2022,6,June,2,2023,6,June,2,False,False,3,Wednesday
20220602,2022-06-02,2022,6,June,2,2023,6,June,2,False,False,4,Thursday
20220603,2022-06-03,2022,6,June,2,2023,6,June,2,False,False,5,Friday
20220604,2022-06-04,2022,6,June,2,2023,6,June,2,False,True,6,Saturday
20220605,2022-06-05,2022,6,June,2,2023,6,June,2,False,True,7,Sunday
20220606,2022-06-06,2022,6,June,2,2023,6,June,2,False,False,1,Monday
20220607,2022-06-07,2022,6,June,2,2023,6,June,2,False,False,2,Tuesday
20220608,2022-06-08,2022,6,June,2,2023,6,June,2,False,False,3,Wednesday
20220609,2022-06-09,2022,6,June,2,2023,6,June,2,False,False,4,Thursday
20220610,2022-06-10,2022,6,June,2,2023,6,June,2,False,False,5,Friday
20220611,2022-06-11,2022,6,June,2,2023,6,June,2,False,True,6,Saturday
20220612,2022-06-12,2022,6,June,2,2023,6,June,2,False,True,7,Sunday
20220613,2022-06-13,2022,6,June,2,2023,6,June,2,False,False,1,Monday
20220614,2022-06-14,2022,6,June,2,2023,6,June,2,False,False,2,Tuesday
20220615,2022-06-15,2022,6,June,2,2023,6,June,2,False,False,3,Wednesday
20220616,2022-06-16,2022,6,June,2,2023,6,June,2,False,False,4,Thursday
20220617,2022-06-17,2022,6,June,2,2023,6,June,2,False,False,5,Friday
20220618,2022-06-18,2022,6,June,2,2023,6,June,2,False,True,6,Saturday
20220619,2022-06-19,2022,6,June,2,2023,6,June,2,False,True,7,Sunday
20220620,2022-06-20,2022,6,June,2,2023,6,June,2,False,False,1,Monday
20220621,2022-06-21,2022,6,June,2,2023,6,June,2,False,False,2,Tuesday
20220622,2022-06-22,2022,6,June,2,2023,6,June,2,False,False,3,Wednesday
20220623,2022-06-23,2022,6,June,2,2023,6,June,2,False,False,4,Thursday
20220624,2022-06-24,2022,6,June,2,2023,6,June,2,False,False,5,Friday
20220625,2022-06-25,2022,6,June,2,2023,6,June,2,False,True,6,Saturday
20220626,2022-06-26,2022,6,June,2,2023,6,June,2,False,True,7,Sunday
20220627,2022-06-27,2022,6,June,2,2023,6,June,2,False,False,1,Monday
20220628,2022-06-28,2022,6,June,2,2023,6,June,2,False,False,2,Tuesday
20220629,2022-06-29,2022,6,June,2,2023,6,June,2,False,False,3,Wednesday
20220630,2022-06-30,2022,6,June,2,2023,6,June,2,False,False,4,Thursday
20220701,2022-07-01,2022,7,July,3,2023,7,July,3,False,False,5,Friday
20220702,2022-07-02,2022,7,July,3,2023,7,July,3,False,True,6,Saturday
20220703,2022-07-03,2022,7,July,3,2023,7,July,3,False,True,7,Sunday
20220704,2022-07-04,2022,7,July,3,2023,7,July,3,False,False,1,Monday
20220705,2022-07-05,2022,7,July,3,2023,7,July,3,False,False,2,Tuesday
20220706,2022-07-06,2022,7,July,3,2023,7,July,3,False,False,3,Wednesday
20220707,2022-07-07,2022,7,July,3,2023,7,July,3,False,False,4,Thursday
20220708,2022-07-08,2022,7,July,3,2023,7,July,3,False,False,5,Friday
20220709,2022-07-09,2022,7,July,3,2023,7,July,3,False,True,6,Saturday
20220710,2022-07-10,2022,7,July,3,2023,7,July,3,False,True,7,Sunday
20220711,2022-07-11,2022,7,July,3,2023,7,July,3,False,False,1,Monday
20220712,2022-07-12,2022,7,July,3,2023,7,July,3,False,False,2,Tuesday
20220713,2022-07-13,2022,7,July,3,2023,7,July,3,False,False,3,Wednesday
20220714,2022-07-14,2022,7,July,3,2023,7,July,3,False,False,4,Thursday
20220715,2022-07-15,2022,7,July,3,2023,7,July,3,False,False,5,Friday
20220716,2022-07-16,2022,7,July,3,2023,7,July,3,False,True,6,Saturday
20220717,2022-07-17,2022,7,July,3,2023,7,July,3,False,True,7,Sunday
20220718,2022-07-18,2022,7,July,3,2023,7,July,3,False,False,1,Monday
20220719,2022-07-19,2022,7,July,3,2023,7,July,3,False,False,2,Tuesday
20220720,2022-07-20,2022,7,July,3,2023,7,July,3,False,False,3,Wednesday
20220721,2022-07-21,2022,7,July,3,2023,7,July,3,False,False,4,Thursday
20220722,2022-07-22,2022,7,July,3,2023,7,July,3,False,False,5,Friday
20220723,2022-07-23,2022,7,July,3,2023,7,July,3,False,True,6,Saturday
20220724,2022-07-24,2022,7,July,3,2023,7,July,3,False,True,7,Sunday
20220725,2022-07-25,2022,7,July,3,2023,7,July,3,False,False,1,Monday
20220726,2022-07-26,2022,7,July,3,2023,7,July,3,False,False,2,Tuesday
20220727,2022-07-27,2022,7,July,3,2023,7,July,3,False,False,3,Wednesday
20220728,2022-07-28,2022,7,July,3,2023,7,July,3,False,False,4,Thursday
20220729,2022-07-29,2022,7,July,3,2023,7,July,3,False,False,5,Friday
20220730,2022-07-30,2022,7,July,3,2023,7,July,3,False,True,6,Saturday
20220731,2022-07-31,2022,7,July,3,2023,7,July,3,False,True,7,Sunday
20220801,2022-08-01,2022,8,August,3,2023,8,August,3,False,False,1,Monday
20220802,2022-08-02,2022,8,August,3,2023,8,August,3,False,False,2,Tuesday
20220803,2022-08-03,2022,8,August,3,2023,8,August,3,False,False,3,Wednesday
20220804,2022-08-04,2022,8,August,3,2023,8,August,3,False,False,4,Thursday
20220805,2022-08-05,2022,8,August,3,2023,8,August,3,False,False,5,Friday
20220806,2022-08-06,2022,8,August,3,2023,8,August,3,False,True,6,Saturday
20220807,2022-08-07,2022,8,August,3,2023,8,August,3,False,True,7,Sunday
20220808,2022-08-08,2022,8,August,3,2023,8,August,3,False,False,1,Monday
20220809,2022-08-09,2022,8,August,3,2023,8,August,3,False,False,2,Tuesday
20220810,2022-08-10,2022,8,August,3,2023,8,August,3,False,False,3,Wednesday
20220811,2022-08-11,2022,8,August,3,2023,8,August,3,False,False,4,Thursday
20220812,2022-08-12,2022,8,August,3,2023,8,August,3,False,False,5,Friday
20220813,2022-08-13,2022,8,August,3,2023,8,August,3,False,True,6,Saturday
20220814,2022-08-14,2022,8,August,3,2023,8,August,3,False,True,7,Sunday
20220815,2022-08-15,2022,8,August,3,2023,8,August,3,False,False,1,Monday
20220816,2022-08-16,2022,8,August,3,2023,8,August,3,False,False,2,Tuesday
20220817,2022-08-17,2022,8,August,3,2023,8,August,3,False,False,3,Wednesday
20220818,2022-08-18,2022,8,August,3,2023,8,August,3,False,False,4,Thursday
20220819,2022-08-19,2022,8,August,3,2023,8,August,3,False,False,5,Friday
20220820,2022-08-20,2022,8,August,3,2023,8,August,3,False,True,6,Saturday
20220821,2022-08-21,2022,8,August,3,2023,8,August,3,False,True,7,Sunday
20220822,2022-08-22,2022,8,August,3,2023,8,August,3,False,False,1,Monday
